RCV,city,city_ascii,city_alt,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,population_proper,density,source,military,incorporated,township,timezone,ranking,zips,id,age_median,age_under_10,age_10_to_19,age_20s,age_30s,age_40s,age_50s,age_60s,age_70s,age_over_80,male,female,married,divorced,never_married,widowed,family_size,family_dual_income,income_household_median,income_household_under_5,income_household_5_to_10,income_household_10_to_15,income_household_15_to_20,income_household_20_to_25,income_household_25_to_35,income_household_35_to_50,income_household_50_to_75,income_household_75_to_100,income_household_100_to_150,income_household_150_over,income_household_six_figure,income_individual_median,home_ownership,home_value,rent_median,rent_burden,education_less_highschool,education_highschool,education_some_college,education_bachelors,education_graduate,education_college_or_above,education_stem_degree,labor_force_participation,unemployment_rate,race_white,race_black,race_asian,race_native,race_pacific,race_other,race_multiple,hispanic,disabled,poverty,limited_english,commute_time,health_uninsured,veteran
,Columbine,Columbine,,CO,Colorado,8059,Jefferson,08059|08005,Jefferson|Arapahoe,39.5879,-105.0694,25060,25060,1459,polygon,FALSE,FALSE,FALSE,America/Denver,3,80128 80123,1840135257,43.4,11.9,12.5,8.4,13.2,12.7,16.9,12.2,8.1,4.2,49.1,50.9,62.1,10.1,22.3,5.5,3.02,60.3,93020,1.1,0.8,1.8,2.8,2.2,3.5,8,18.6,14.7,24.4,22.2,46.6,43104,87.4,337173,1504,17.9,2.2,19,33.5,30.1,15.1,45.2,48.3,68.4,3,93.1,0.5,2.1,0.8,0,0.9,2.5,10,9.3,2.7,0.5,29.2,4.1,9.3
,Grand Junction,Grand Junction,,CO,Colorado,8077,Mesa,8077,Mesa,39.0877,-108.5673,136688,62475,612,polygon,FALSE,TRUE,FALSE,America/Denver,2,81505 81504 81507 81506 81501,1840020230,35.9,12.2,13.2,16.7,13.5,10.1,11.8,10.1,7,5.4,48.6,51.4,45.7,16.4,31.6,6.3,2.91,51,47824,5.1,5.1,6.1,5.7,6.4,9.7,13.1,18.3,12.6,11.3,6.6,17.9,25094,56.4,210369,1024,18.3,9.3,25.2,32.7,22.1,10.8,32.9,42.7,62.9,8.5,92.6,1.1,1.1,0.7,0.3,1.9,2.4,17,15.4,18.3,1.3,16.3,10.2,9.3
,Thornton,Thornton,,CO,Colorado,8001,Adams,8001,Adams,39.9205,-104.9443,136978,136978,1497,polygon,FALSE,TRUE,FALSE,America/Denver,2,80260 80233 80241 80602 80640 80023 80229 80614,1840021422,33.7,15.5,14.7,13.6,16.5,14.1,12.4,7.9,3.7,1.6,50.4,49.6,52.6,13.3,30.5,3.6,3.45,61.6,73517,1.6,1.5,2.5,2.3,2.9,7.6,12.2,20.5,16.7,19.4,12.8,32.2,35515,70.6,261074,1454,20.2,13,27.3,32.3,19.5,7.9,27.4,43.7,73.7,4.3,85.7,1.8,5,0.9,0.1,3.1,3.4,33.4,9.9,8.5,3.5,30.2,11.8,7.4
,Commerce City,Commerce City,,CO,Colorado,8001,Adams,8001,Adams,39.8643,-104.8433,55923,55923,604,polygon,FALSE,TRUE,FALSE,America/Denver,3,80640 80022 80037,1840018785,30.7,20.3,16.3,12.1,17.9,12.8,10.2,6.4,2.6,1.3,49.9,50.1,54.2,13.2,29.2,3.3,3.86,61.3,69268,2.1,1.9,3.2,2.1,2.9,6.9,14.4,20.9,16.5,19.3,9.7,29,32380,70.1,256721,1586,23,19.4,28.2,29.7,14.9,7.8,22.7,42.1,72.4,4.3,83,4.1,2,1,0.3,5.9,3.7,46.4,8.1,12.2,5.2,29.1,9.6,7.1
,Cherry Creek,Cherry Creek,,CO,Colorado,8005,Arapahoe,8005,Arapahoe,39.6094,-104.8645,12310,12310,2845,polygon,FALSE,FALSE,FALSE,America/Denver,2,80111,1840028588,39.7,13.9,16.4,8.6,11.4,18.7,13.4,11.7,4.7,1.3,49.6,50.4,59.2,11.6,26.3,2.9,3.27,64.8,97883,3.6,0.7,1.6,1.2,1.8,5.2,10.3,14.8,12.1,16.2,32.3,48.5,46854,66.1,558315,1960,16.7,4,6.8,19.9,38,31.3,69.3,42.4,72.2,3.8,79.1,2.7,11,0.4,0,4.7,2,9.2,5.6,5.4,4.5,22.4,6.1,4.6
,Woodland Park,Woodland Park,,CO,Colorado,8119,Teller,8119,Teller,38.9987,-105.0595,11174,7642,446,polygon,FALSE,TRUE,FALSE,America/Denver,3,80863 80866,1840021468,44,8.8,17.9,9,10.9,12.2,21.3,13.6,4.9,1.7,46.5,53.5,60.9,11.4,25.9,1.9,2.8,56.7,69507,2,1.5,2.4,5.2,4.4,7,14.3,15.8,12.3,21.1,14.1,35.2,34877,72.6,303682,1392,20.3,2.2,17.2,40.5,22.8,17.3,40.1,46.8,67,7.8,96.8,0.2,0.6,0.9,0,0.1,1.3,6.1,11.1,7.9,0.7,29.5,7.6,14.3
,Clifton,Clifton,,CO,Colorado,8077,Mesa,8077,Mesa,39.0763,-108.4606,20045,20045,1279,polygon,FALSE,FALSE,FALSE,America/Denver,3,81520 81504,1840017556,33,16.4,11.4,16.2,15.2,10.9,13.3,10.1,3.9,2.7,48.3,51.7,44.6,20.7,28.4,6.2,3,46.3,39292,4,6.3,8.6,7.2,9.6,8.7,14.1,21,11.4,6.3,2.7,9,22078,62.4,119715,844,21.2,15,36.4,37.5,9.4,1.7,11.1,39.9,67.1,10.7,95.1,0.8,0.2,0.2,0,1,2.6,18.9,17.7,26.2,2,21.2,16.5,9.2
,Castle Rock,Castle Rock,,CO,Colorado,8035,Douglas,8035,Douglas,39.3762,-104.8535,62276,62276,701,polygon,FALSE,TRUE,FALSE,America/Denver,3,80104 80108 80109,1840022455,34.8,16.7,16,10.2,15.6,15.8,12.8,7.6,3.5,1.9,49.4,50.6,63.4,11,22.4,3.3,3.32,66.5,101122,0.9,0.8,1.7,1.5,2.7,4.2,7.9,14.9,14.6,26.9,24,50.9,44638,76.9,356618,1826,19.7,2.5,14.6,34,33.5,15.4,48.9,42.6,74.4,2.9,91.8,1.4,1.7,0.3,0.1,1.8,3,10.2,7,4.4,0.8,29.1,3.6,9.4
,Northglenn,Northglenn,,CO,Colorado,8001,Adams,08001|08123,Adams|Weld,39.9107,-104.9783,38928,38928,2044,polygon,FALSE,TRUE,FALSE,America/Denver,2,80260 80233 80234 80603,1840020192,33,15.4,12,17.6,15.5,11.5,12.2,7.7,4.7,3.4,50.2,49.8,46.1,15.5,33.4,5,3.47,58.6,64237,1.9,1,3.3,2.7,5.7,10.3,13.3,20.6,18.1,16.7,6.5,23.2,30843,55.3,227090,1289,19.4,12.7,29.4,38,13.5,6.3,19.8,47.5,73.2,5.6,87.4,1.9,3.1,0.7,0,3.9,3.1,34.4,13.4,11,1.9,29.8,8.8,9.1
,Colorado Springs,Colorado Springs,,CO,Colorado,8041,El Paso,8041,El Paso,38.8674,-104.7606,623946,464474,919,polygon,FALSE,TRUE,FALSE,America/Denver,2,80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997,1840018825,34.6,13.3,13.1,16.6,14.3,11.8,12.7,10,5,3.2,49.9,50.1,50.2,14.8,30.3,4.7,3.1,53,58158,2.6,2.9,4.4,4.2,4.9,9.8,13.6,19.1,12.8,15,10.8,25.8,30442,58.6,232601,1235,18.6,6.8,19.6,35.2,23.4,15,38.4,46.7,67.3,6.9,78.2,6.4,2.9,0.7,0.3,5.9,5.6,17.6,12.8,12.8,2.4,21.8,8.7,15.5
,Johnstown,Johnstown,,CO,Colorado,8123,Weld,8123,Weld,40.3499,-104.9481,21436,15478,434,polygon,FALSE,TRUE,FALSE,America/Denver,3,80534,1840021369,34,16.4,12.6,11.8,17.9,12,10.3,11.8,6.1,1,52.6,47.4,70.5,9.4,18.1,2,3.22,63.2,85339,0.2,0,0.3,1.3,2.9,6.6,11.2,14.6,23.2,25.1,14.7,39.8,37468,88.3,283438,1520,20.1,4.3,23.4,37.5,26.3,8.6,34.9,47,71.9,3.5,92.1,0.6,1.3,0.3,0,2.9,2.6,16.2,7.4,1.5,2.9,32,3.8,9.7
,Dakota Ridge,Dakota Ridge,,CO,Colorado,8059,Jefferson,8059,Jefferson,39.6194,-105.1341,33942,33942,1411,polygon,FALSE,TRUE,FALSE,America/Denver,3,80465 80235 80127,1840038683,39.2,11.3,13.8,11.9,14.3,14.7,16.6,11,4.8,1.6,50.4,49.6,57.9,12.1,27.4,2.6,3,66.4,92833,1.1,0.6,0.9,1.4,2,5.4,8.1,17.9,18.5,25,19.3,44.3,41482,83.6,311882,1603,19.4,3.1,18.1,33.8,30.6,14.4,45,47,74.4,4,90.3,1.6,2.8,1,0.1,1.7,2.5,11.5,7.6,3,1.2,29.9,4,9
,Silverthorne,Silverthorne,,CO,Colorado,8117,Summit,8117,Summit,39.6564,-106.0871,18396,4658,447,polygon,FALSE,TRUE,FALSE,America/Denver,3,80498,1840022436,46.6,12,7.7,10.6,9.3,15.1,16.4,15.7,11.3,1.8,59.7,40.3,63.8,4.3,27.7,4.1,3.52,57.6,50727,3.8,3.8,5.7,2.5,1.5,23.5,8.4,11.8,10,9.4,19.7,29.1,27617,54.1,616727,1978,34.3,14.6,24.4,19.3,26.8,14.8,41.6,62.4,77.2,2.8,78.1,5,0,0,0,15.1,1.8,30.1,6.3,13.2,11.7,19.6,18.2,3.5
,Fruita,Fruita,,CO,Colorado,8077,Mesa,8077,Mesa,39.154,-108.7286,13294,13294,673,polygon,FALSE,TRUE,FALSE,America/Denver,3,81521,1840020229,37.9,11,17.7,9.8,14.5,16.1,8.3,12.7,7.3,2.8,49.9,50.1,54.8,13.7,25.6,5.9,3.05,57.9,55286,3.6,1.5,8.8,9.4,3,7.5,12.8,25.2,13.5,11.9,2.7,14.6,25587,70.3,206897,1119,20.9,13.2,22.8,40.2,13.2,10.5,23.7,52.8,63.5,9.3,94.2,0.2,0,2.4,0.1,0.5,2.6,14.9,10.8,15.8,0.5,20.8,12,10.2
,Firestone,Firestone,,CO,Colorado,8123,Weld,8123,Weld,40.1563,-104.9495,29254,13825,381,polygon,FALSE,TRUE,FALSE,America/Denver,3,80520 80504,1840021363,34.5,18.5,13.5,9.8,17.6,15.9,11.6,8.5,3.7,1.1,49.4,50.6,67.1,10.6,18.6,3.6,3.36,67.6,94545,1.1,0.5,0.7,1,1.3,3.1,7.3,19.4,19.7,29,16.8,45.8,45625,86.7,301555,1715,20.7,3.3,20.2,41.1,25.2,10.2,35.4,47.9,76.8,5.3,90.4,0.7,2.1,1,0,1.7,4.1,16.1,8.9,3.8,0.6,32.8,7.8,7.6
,Sterling,Sterling,,CO,Colorado,8075,Logan,8075,Logan,40.6207,-103.1919,15199,13961,707,polygon,FALSE,TRUE,FALSE,America/Denver,3,80751,1840021377,33.9,13.7,13.6,16.7,14.1,9.5,10.3,9.8,5.5,6.5,52.5,47.5,38.1,15,40.1,6.9,3.67,45.1,38432,6.7,6.4,10.6,6.6,4.3,11.3,16.9,16.7,11.8,6.7,2,8.7,20645,48.2,120474,677,17.8,15.3,32.4,33.2,13.4,5.8,19.2,43.1,61.6,8.1,88.9,1.6,1.3,1.2,0,0.9,6.1,18.3,14.9,20.9,1.1,17.4,11.8,9.5
,Sherrelwood,Sherrelwood,,CO,Colorado,8001,Adams,8001,Adams,39.839,-105.0014,18616,18616,2959,polygon,FALSE,FALSE,FALSE,America/Denver,2,80221 80263,1840028581,34.9,12.6,14.5,14.1,16.6,11.5,14.5,7.9,5.1,3.2,52.4,47.6,43.3,16.2,35.1,5.4,3.59,51.9,52379,2.1,2.7,3.3,6.9,4.3,9.5,15.5,25.7,16.7,9.9,3.4,13.3,26653,61.6,208691,1150,22.2,28.6,30.5,29,8.7,3.2,11.9,51.2,69.5,5.6,89.4,0.9,1.1,2,0.1,4.3,2.2,63.5,12.3,11.8,7.7,26.1,19,7.2
,Englewood,Englewood,,CO,Colorado,8005,Arapahoe,8005,Arapahoe,39.6468,-104.9942,34407,34407,2027,polygon,FALSE,TRUE,FALSE,America/Denver,2,80113 80110 80150 80151,1840020211,36.7,10.6,8.3,17.9,18.1,10.8,14.7,10.7,4.6,4.3,50.1,49.9,38.5,15.7,40.5,5.3,2.97,56.1,55655,3.6,3.3,5.9,3.6,4.8,9.3,14.8,21.5,14,11,8.2,19.2,30889,52,265714,1272,21.3,9.5,23.7,28.8,25,12.9,37.9,47,71.4,6.8,85.9,2.4,1.7,0.4,0,5.8,3.8,16,13.3,15.5,2.5,25.2,9.7,7.1
,Castle Pines,Castle Pines,,CO,Colorado,8035,Douglas,8035,Douglas,39.4625,-104.8706,10523,10523,423,polygon,FALSE,TRUE,FALSE,America/Denver,3,80108,1840022456,41.8,11.9,21,5.6,8.1,21.6,15.5,8.5,6.3,1.5,50.7,49.3,68.9,6.6,22.1,2.4,3.3,62.2,157550,0.9,0,1.1,1.6,1.6,3.1,5.3,9.2,6.2,18.3,52.8,71.1,60296,87,550503,2553,18.7,1.2,7.5,21.4,43.6,26.3,69.9,45.6,68.3,2.6,91,0.6,4.2,0.1,0,1,3.1,6.7,5,1.8,0,26.9,1.3,8.3
,Brighton,Brighton,,CO,Colorado,8001,Adams,08001|08123,Adams|Weld,39.9716,-104.7964,40562,40562,740,polygon,FALSE,TRUE,FALSE,America/Denver,3,80603 80601,1840018784,32.8,14.4,16.3,14.2,15.7,14.3,10.9,8.1,4.3,1.8,51.6,48.4,49.6,12.4,33.9,4.1,3.57,58.2,67024,2.3,1.9,3.7,4.3,3.5,8.6,12.5,19.5,12.9,20.4,10.4,30.8,32382,63,238213,1387,19.6,15.3,33,30.4,15.5,5.9,21.4,39.3,66.5,4.7,87.2,1.6,2.6,0.8,0.4,3.8,3.6,38.4,9.6,10.9,6.1,29.6,12.6,7.6
,Durango,Durango,,CO,Colorado,8067,La Plata,8067,La Plata,37.2744,-107.8703,19662,18465,510,polygon,FALSE,TRUE,FALSE,America/Denver,3,81301 81303,1840018929,34.3,9.3,14.1,19.8,17.2,12.2,10.4,9.4,4.9,2.7,48.5,51.5,40.3,12.6,42.4,4.7,2.9,59.1,60521,2.8,2.4,3.9,4.7,3.1,12,12.1,19.6,13,12.4,14.1,26.5,29185,54.1,423648,1384,20,2.4,14.6,30.3,30.5,22.2,52.7,42.4,68.5,4.9,87.6,0.6,0.9,6.9,0,1.4,2.7,9.6,7.4,11.2,0.9,15.4,8.6,5.9
,Lakewood,Lakewood,,CO,Colorado,8059,Jefferson,8059,Jefferson,39.6977,-105.1168,154958,154958,1389,polygon,FALSE,TRUE,FALSE,America/Denver,2,80465 80232 80235 80214 80215 80227 80226 80228 80201 80225,1840020198,38.5,10.3,11.1,15.9,14.4,11.8,13.9,11.8,6.5,4.2,49.8,50.2,44.8,16.5,33.1,5.6,2.98,56.2,61058,2.8,2.4,3.3,4.4,4.5,9.1,13.8,20.1,13.1,15.6,10.9,26.5,33459,58.8,300731,1249,18.7,8,23.5,30.7,24.7,13.1,37.8,48.5,68.8,4.3,88.9,1.4,3,0.9,0.1,2.6,3.1,23,10.8,10.8,2.2,26.1,10.3,8.6
,Pueblo,Pueblo,,CO,Colorado,8101,Pueblo,8101,Pueblo,38.2713,-104.6105,142351,111127,768,polygon,FALSE,TRUE,FALSE,America/Denver,2,81004 81005 81003 81001 81008 81002 81010 81011 81012,1840020255,37.5,12.8,12.6,14.6,13,11,12.8,11.2,6.8,5.2,49.2,50.8,39.1,18.5,35.3,7.1,3.11,39.5,36280,4.9,6.4,8.3,7.9,7,13.6,16,16,9.1,6.9,3.9,10.8,20953,54.7,120872,811,19.8,13.9,30,37.4,11.8,6.9,18.7,45.5,54.8,10.3,72.6,2.9,0.8,4.4,0.1,14.6,4.5,52.2,21.3,24.4,2.6,18.8,9.5,10.1
,Highlands Ranch,Highlands Ranch,,CO,Colorado,8035,Douglas,8035,Douglas,39.5419,-104.9708,105264,105264,1674,polygon,FALSE,FALSE,FALSE,America/Denver,2,80129 80126 80130 80163,1840028579,38.4,14.6,16.8,8.1,12.9,18.3,14.8,8.5,3.8,2.3,49.6,50.4,64.9,10,22.4,2.8,3.21,65.1,116973,1.2,0.6,1.3,1.3,1.3,3.4,5.7,12.9,13.1,25.2,34,59.2,53092,80.7,407173,1837,17.3,1.7,9.9,24.3,41.4,22.7,64.1,46.3,73.1,3.3,87.9,1,6.6,0.3,0,1.2,2.9,8.2,5.6,3.6,1,26,3.4,6.9
,Greenwood Village,Greenwood Village,,CO,Colorado,8005,Arapahoe,8005,Arapahoe,39.6152,-104.9131,15721,15721,734,polygon,FALSE,TRUE,FALSE,America/Denver,3,80121 80111,1840020212,42.6,9.7,16.7,9.2,11,14.4,16.7,12.8,6.1,3.4,48,52,61.1,10.1,25.3,3.5,3.01,45.5,123680,3,0.9,2,1.7,1.9,3.1,6.4,11.9,9.3,17.3,42.4,59.7,56379,65.8,871901,2452,16.2,1.1,5.3,17,41.9,34.7,76.6,46.7,62.6,3.3,84.3,2.1,10.1,0,0,1.4,2.2,5.8,5.6,5.5,2.4,21.2,1.6,6.2
,Greeley,Greeley,,CO,Colorado,8123,Weld,8123,Weld,40.4151,-104.7705,133750,105448,833,polygon,FALSE,TRUE,FALSE,America/Denver,2,80634 80631 80632 80633 80638 80639,1840020149,30.7,14.8,16,18,13,11.2,10.2,8.9,4.7,3.1,49.2,50.8,46.2,13,35.8,5,3.26,53.6,52887,4.1,3.7,5,5.5,4.9,9.1,14.8,20.5,13.1,12.5,6.9,19.4,26439,58.3,201215,1065,17.9,16.4,25.9,31.8,16.8,9.1,25.9,40.3,64,7.2,84.7,2.2,1.3,1,0,7.9,2.9,39.4,11.3,17.5,4.5,22.9,9.5,6.6
,Glenwood Springs,Glenwood Springs,,CO,Colorado,8045,Garfield,8045,Garfield,39.5455,-107.3347,12000,9962,659,polygon,FALSE,TRUE,FALSE,America/Denver,3,81601,1840020184,38,12.1,11.2,15,13.3,14,14.9,12.1,4.6,2.9,49.1,50.9,48.6,14.3,30.8,6.2,3.12,62.4,61044,2.9,3,3.3,3.9,7,9.3,14.1,18.9,11.8,14.6,11.1,25.7,30651,52.2,354466,1553,22.4,12.7,22,27.8,24.8,12.6,37.4,42.6,75.1,5.5,87.7,0.2,1.5,0.1,0,7.9,2.7,28.1,9.4,11.7,4,22.9,21.6,7.4
,Alamosa,Alamosa,,CO,Colorado,8003,Alamosa,8003,Alamosa,37.4755,-105.877,10963,9871,512,polygon,FALSE,TRUE,FALSE,America/Denver,3,81101,1840018921,27.3,12.4,18.5,24,10.6,9.9,10.4,8.1,3.8,2.2,48.3,51.7,36.7,12.8,45.7,4.8,3.06,40.3,32785,7.6,11.1,7.9,6.9,4.7,14.9,16.3,16.6,4.9,5.7,3.4,9.1,15494,43.1,158256,712,18,19.2,24.6,30.9,14.7,10.6,25.3,41.4,59.1,12.4,83.4,4,1.7,3.5,0.4,4.3,2.7,51.3,19.7,34.8,8,13.3,14.9,6
,Fountain,Fountain,,CO,Colorado,8041,El Paso,8041,El Paso,38.6888,-104.6829,29804,29804,512,polygon,FALSE,TRUE,FALSE,America/Denver,3,80817,1840020236,29.6,19.2,15.5,16.5,18.4,12.1,10.1,5.1,2.3,0.9,48.8,51.2,63.5,12.2,21.9,2.3,3.34,52.8,61534,1.8,1.9,2.1,2.1,4.9,8.7,13.4,28.4,14.8,16.9,4.9,21.8,35354,64.9,202179,1298,21.5,5.2,24.7,47.7,16.4,6.1,22.5,39.5,68.5,7.8,73.5,9,3.9,0.9,3,1.9,7.8,20.5,10.1,7.9,1.1,24.6,5.9,26.7
,Rifle,Rifle,,CO,Colorado,8045,Garfield,8045,Garfield,39.5362,-107.772,11038,9661,527,polygon,FALSE,TRUE,FALSE,America/Denver,3,81650,1840020185,31.2,19.7,12.4,15.2,17.6,11.9,9.6,10.2,1.7,1.8,50.9,49.1,60.3,11.4,24.9,3.4,3.35,59.8,61696,4.2,3,2.4,3.1,6.2,6.1,13.4,22.4,13.9,18.7,6.5,25.2,34230,60.7,221132,1208,19.3,17.2,35.4,28.1,14.1,5.1,19.2,43,73.3,9.1,86.5,0.7,1,1.2,0,7.7,2.9,24.3,7.2,14.8,7.3,31.9,16.6,8.3
1,Boulder,Boulder,,CO,Colorado,8013,Boulder,8013,Boulder,40.0249,-105.2523,126054,107125,1573,polygon,FALSE,TRUE,FALSE,America/Denver,2,80310 80304 80305 80302 80303 80301 80307 80309 80314,1840018774,28.6,7.2,15,30,12.8,10.3,9.4,8.5,3.9,2.9,52.1,47.9,32.8,9.3,55.2,2.7,2.84,59.7,64183,5.2,4.5,4.5,4.2,4.1,8.3,10.4,14,11.3,14.2,19.3,33.5,26797,48.2,600120,1560,18.2,3.5,7.1,15.6,34.8,39,73.8,56.4,66.6,5.6,87.9,1.1,5.3,0.3,0.1,1.7,3.5,9.3,6.8,21.6,2.2,19.1,5.3,3.7
,Berkley,Berkley,,CO,Colorado,8001,Adams,8001,Adams,39.8045,-105.0281,11868,11868,1269,polygon,FALSE,FALSE,FALSE,America/Denver,3,80003 80221,1840028561,33.6,10.5,15.8,17.9,15.6,12.7,13,7.7,5.3,1.6,50.9,49.1,37.4,16.1,41.5,5,3.58,61.4,56606,2.3,3.8,3,4.3,5.8,9.7,14.5,24.3,15.1,12.6,4.6,17.2,24965,65.8,197931,1169,21.9,23.9,26.8,30.3,14.4,4.6,19,43.5,70.5,4.4,88.1,1.5,1.8,1.4,0.1,4.9,2.2,57.3,12,14.9,4.2,26.9,18.9,5.5
,Longmont,Longmont,,CO,Colorado,8013,Boulder,08013|08123,Boulder|Weld,40.169,-105.0996,99398,94341,1321,polygon,FALSE,TRUE,FALSE,America/Denver,3,80501 80503 80504,1840020178,37.5,13.7,13.8,12.7,13.4,14.4,12.8,10.4,5.7,3.2,48.5,51.5,50.9,14.7,29.6,4.7,3.18,58.9,66349,2.3,2.7,3.7,4.1,3.7,9,12.9,18,13.4,16.9,13.2,30.1,31328,61.7,290713,1360,19.1,10.7,20.4,29.1,24.6,15.2,39.8,52,70.3,6.7,86.7,0.9,3,1.2,0.1,5.1,2.9,25.6,11,12,3.2,24.2,9.2,7.3
,Centennial,Centennial,,CO,Colorado,8005,Arapahoe,8005,Arapahoe,39.5926,-104.8674,110250,110250,1439,polygon,FALSE,TRUE,FALSE,America/Denver,2,80122 80121 80112 80016 80015 80111 80155 80161,1840018792,41.4,11.9,13.8,10.2,12.1,14.6,15.4,12.7,6.3,2.9,50.2,49.8,59.8,11.5,24.6,4.1,3.1,61.6,100770,1.6,1.1,0.9,1.7,2,4.8,7.4,16.6,13.4,24.8,25.7,50.5,45290,81.9,366964,1621,17.8,2.6,13.7,26.8,35.4,21.5,56.9,44.9,70,4,86.9,2.6,4.9,0.3,0.1,2,3.1,8.3,6.9,4.3,1,25.8,4.8,8.2
,Cañon City,Canon City,,CO,Colorado,8043,Fremont,8043,Fremont,38.4429,-105.2204,27368,16539,513,polygon,FALSE,TRUE,FALSE,America/Denver,3,81212 81215,1840018855,44,11.3,12,10.7,12.2,10.5,13.7,12.9,9.7,7.1,48.9,51.1,49.5,17.1,24.5,8.9,2.58,41.4,41892,4.2,3.9,6.5,6.7,6.4,12.9,20.2,15.1,9.5,12.3,2.4,14.7,22121,67.2,148336,750,18.6,8.9,32.8,37.8,12,8.5,20.5,41,48.6,5.4,96,1.2,0.2,0.6,0,0.5,1.4,10.5,16,20.6,0.8,18.9,9.7,14.7
,Black Forest,Black Forest,,CO,Colorado,8041,El Paso,8041,El Paso,39.0608,-104.6752,14188,14188,54,polygon,FALSE,FALSE,FALSE,America/Denver,3,80908 80106 80912,1840017562,47.4,10.2,15.5,6.6,9.5,12.9,19.3,17.7,6.1,2.2,47.8,52.2,70.4,6.6,19.9,3.1,2.99,58.9,113794,0.3,1,0.4,1.1,1.5,3.7,7.7,9.7,14.4,28.6,31.7,60.3,46384,94.3,475555,1963,20.6,3.1,12.1,28.1,30.6,26.1,56.7,56.2,64.8,2.7,91.4,1.2,1.4,0.3,0,2,3.7,8.1,8.6,1.7,0,32.3,5.2,22
,Steamboat Springs,Steamboat Springs,,CO,Colorado,8107,Routt,8107,Routt,40.4774,-106.8233,13822,12965,493,polygon,FALSE,TRUE,FALSE,America/Denver,3,80487 80488 80477,1840021374,36.8,9.5,9.8,18.4,17.2,13.3,15.3,9.9,4.1,2.4,53.6,46.4,39.1,14.8,43.4,2.7,3.09,64.2,63393,3.9,1.9,3.3,7.3,2.2,9.4,12.7,17.3,14.5,12.1,15.5,27.6,31797,61.3,518872,1400,23.6,4.6,17.4,20.8,39.2,18.1,57.3,44,76.4,3.6,94.5,1.1,1.2,0.4,0,2.5,0.3,9.3,4,11.6,2.1,12.8,10.7,4
,The Pinery,The Pinery,,CO,Colorado,8035,Douglas,8035,Douglas,39.4461,-104.7592,11720,11720,435,polygon,FALSE,FALSE,FALSE,America/Denver,3,80134,1840028583,43.8,11.1,17.1,5.3,10,17.3,21.1,13.4,4,1,49.5,50.5,71.4,7.3,18.7,2.6,3.15,65.8,130509,0.7,0.9,0.4,0,1,4.6,3.8,9.3,12.2,25.5,41.6,67.1,53286,92,449469,2207,19.5,1.7,13.2,28.6,36.6,19.9,56.5,44.3,74.3,2.6,95.5,0,0.9,0.1,0,1.5,1.9,7.5,5.9,1.7,0.2,32,0.8,11.1
,Broomfield,Broomfield,,CO,Colorado,8014,Broomfield,8014,Broomfield,39.9541,-105.0527,68341,68341,799,polygon,FALSE,TRUE,FALSE,America/Denver,3,80023 80021 80020 80516 80038,1840018781,37.8,12.7,13,13.3,14.6,15.3,13.6,9.5,5.2,2.9,49.7,50.3,58.7,11,26.3,4,3.03,64.1,85639,2.1,1.7,1.6,1.6,3.3,6.6,9.1,17.5,15.2,20.4,20.8,41.2,41930,66.7,356644,1602,18.6,4.2,14.5,27.8,33.9,19.6,53.5,50,72.1,4,86.1,1.1,6.5,0.5,0,2.2,3.6,12.1,8.3,5.2,1.9,27.9,5.3,8.3
,Lafayette,Lafayette,,CO,Colorado,8013,Boulder,8013,Boulder,39.9949,-105.0997,91985,28328,1160,polygon,FALSE,TRUE,FALSE,America/Denver,3,80026,1840020180,38.8,12.5,12.1,11.9,15.4,14.6,14.8,12.4,3.8,2.5,48.9,51.1,53.7,13.9,28.6,3.8,3.04,64.9,76059,2.2,1.8,2.3,2.6,4.2,6.2,12.6,17.1,14.8,16,20.2,36.2,37621,72.2,341221,1449,19.3,5.1,14.4,24.6,33.7,22.2,55.9,51.2,73.5,4,88.2,0.6,4.3,0.2,0.1,3,3.7,15.4,9.6,8.3,2.2,24.6,6.6,7
,Ken Caryl,Ken Caryl,,CO,Colorado,8059,Jefferson,8059,Jefferson,39.5769,-105.1138,33087,33087,1317,polygon,FALSE,FALSE,FALSE,America/Denver,3,80128 80127 80162,1840028580,41.6,12.1,12.8,9.7,12.7,15.3,17,13.6,4.7,2,49.9,50.1,58.4,14.3,23.3,4,3.03,68.2,86554,1.8,1.3,1.4,1.7,2.7,4.9,9.3,18.4,16.5,23.8,18.3,42.1,44161,82.6,311072,1452,18.6,2.9,18.6,35.6,28.8,14,42.8,43.5,73.8,4.3,92.9,0.6,2.1,0.5,0.1,1,2.9,9.7,7.9,5.4,0.6,27.5,5.4,9
